system,question_idx,question,question_type,prediction,gold_answer,llm_score,exact_match,f1_score,combined_score,retrieved_docs,correct_doc,failure_type,is_error
Azure_gpt4omini,5,How many countries will now represent African basketball in global competitions according to the article?,factoid,Two countries will now represent African basketball in global competitions.,Two,5,0,0.1818181818181818,0.5909090909090909,"africabasket_two_countries.txt, espn_africa_fiba_broadcast_deal_summary.txt, afrobasket_summary.txt",africabasket_two_countries.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,6,How often is AfroBasket held?,factoid,AfroBasket is held every four years.,Every four years,5,0,0.6666666666666666,0.8333333333333333,"afrobasket_summary.txt, fiba_africa_youth_competitions_summary.txt, afro_varsity_3x3_challenge_summary.txt",afrobasket_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,7,What role do international partnerships play in the rise of African basketball?,factoid,"International partnerships play a crucial role in the rise of African basketball by providing infrastructure, investment, and visibility. Collaborations with organizations like FIBA and NBA Africa have facilitated the expansion of professional leagues such as the Basketball Africa League (BAL), enhanced grassroots programs, and increased youth engagement. These partnerships also help in promoting African talent globally and support initiatives that empower communities through basketball.","They provide infrastructure, investment, and global visibility",5,0,0.1016949152542372,0.5508474576271186,"rise_of_african_basketball.txt, rise_and_rise_african_basketball.txt, nba_africa_opportunity_international_summary.txt",rise_of_african_basketball.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,8,"What publisher is associated with ""Sport and Apartheid South Africa""?",factoid,"The provided context does not contain information about a book titled ""Sport and Apartheid South Africa"" or its associated publisher.",Routledge,1,0,0.0,0.1,"colonialism_sport_book_summary.txt, basketball_national_league_summary.txt, colonial_history_sport.txt",colonialism_sport_book_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,9,When did basketball's presence in Africa begin?,factoid,Basketball's presence in Africa began in the mid-20th century.,Mid-20th century,5,0,0.4,0.7,"rise_of_african_basketball.txt, basketball_influence_africa_summary.txt, rise_and_rise_african_basketball.txt",rise_and_rise_african_basketball.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,10,In what year was the first Basketball Without Borders (BWB) program launched globally?,factoid,The first Basketball Without Borders (BWB) program was launched globally in 2001.,2001,5,0,0.1538461538461538,0.5769230769230769,"bwb_east_africa_summary.txt, basketball_africa_societal_impact_summary.txt, bal_linking_african_teams_nba_summary.txt",bwb_east_africa_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,11,In what year was Hakeem Olajuwon drafted first overall in the NBA Draft?,factoid,Hakeem Olajuwon was drafted first overall in the NBA Draft in 1984.,1984,5,0,0.1666666666666666,0.5833333333333333,"hakeem_olajuwon_summary.txt, joel_embiid_summary.txt, fiba_africa_history.txt",hakeem_olajuwon_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,12,At what age was Joel Embiid introduced to basketball?,factoid,Joel Embiid was introduced to basketball at age 15.,15,5,0,0.1999999999999999,0.6,"joel_embiid_summary.txt, hakeem_olajuwon_summary.txt, rise_and_rise_african_basketball.txt",joel_embiid_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,13,How many times did Dikembe Mutombo win the NBA Defensive Player of the Year award?,factoid,Dikembe Mutombo won the NBA Defensive Player of the Year award four times.,4,5,0,0.0,0.5,"dikembe_mutombo_summary.txt, joel_embiid_summary.txt, serge_ibaka_summary.txt",dikembe_mutombo_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,14,In what year did Pascal Siakam win the NBA Championship?,factoid,Pascal Siakam won the NBA Championship in 2019.,2019,5,0,0.2222222222222222,0.6111111111111112,"pascal_siakam_summary.txt, serge_ibaka_summary.txt, hakeem_olajuwon_summary.txt",pascal_siakam_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,15,What role has Luol Deng played in South Sudan basketball development?,factoid,"Luol Deng has played a pivotal role in developing basketball in South Sudan by establishing basketball programs, guiding the national team to international recognition, and focusing on talent development and governance. His efforts emphasize grassroots initiatives and youth engagement, contributing to the sport's growth and its social impact in the country.",Leadership in developing basketball programs and guiding the national team,5,0,0.3076923076923077,0.6538461538461539,"luol_deng_south_sudan_summary.txt, rise_of_african_basketball.txt, rise_and_rise_african_basketball.txt",luol_deng_south_sudan_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,16,Which country is Gab Gre Lasme originally from?,factoid,Gab Gre Lasme is originally from Gabon.,Gabon,5,0,0.25,0.625,"gab_gre_lasme_summary.txt, youzou_elite_basketball_summary.txt, fiba_africa_sub_zones_summary.txt",gab_gre_lasme_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,17,How many times has Giannis Antetokounmpo won the NBA MVP award?,factoid,"Giannis Antetokounmpo has won the NBA MVP award two times (2019, 2020).",2,5,0,0.0,0.5,"giannis_antetokounmpo_summary.txt, joel_embiid_summary.txt, hakeem_olajuwon_summary.txt",giannis_antetokounmpo_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,18,In what year did Serge Ibaka win the NBA Championship?,factoid,Serge Ibaka won the NBA Championship in 2019.,2019,5,0,0.2222222222222222,0.6111111111111112,"serge_ibaka_summary.txt, pascal_siakam_summary.txt, hakeem_olajuwon_summary.txt",serge_ibaka_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,19,Which WNBA player from Nigeria has won the WNBA MVP award?,factoid,Nneka Ogwumike from Nigeria has won the WNBA MVP award.,Nneka Ogwumike,5,0,0.3333333333333333,0.6666666666666666,"top_african_female_players_summary.txt, nigerian_premier_league_summary.txt, joel_embiid_summary.txt",top_african_female_players_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,20,What age groups do FIBA Africa's youth championships target?,factoid,FIBA Africa's youth championships target the U16 and U18 age groups for both boys and girls.,U16 and U18,5,0,0.3333333333333333,0.6666666666666666,"fiba_africa_youth_competitions_summary.txt, fiba_africa_youth_development.txt, fiba_africa_sub_zones_summary.txt",fiba_africa_youth_development.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,21,What is the primary purpose of the proposed African development league?,factoid,The primary purpose of the proposed African development league is to nurture young talent and create a feeder system for Basketball Africa League (BAL) franchises.,To strengthen BAL and create a feeder system for franchises,4,0,0.4848484848484848,0.6424242424242425,"nba_fiba_african_dev_league.txt, bal_linking_african_teams_nba_summary.txt, bal_africa_sports_economy_summary.txt",nba_fiba_african_dev_league.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,22,Which organization oversees the Nigerian Premier League?,factoid,The Nigerian Premier League is overseen by the Nigerian Basketball Federation (NBBF).,Nigerian Basketball Federation (NBBF),5,0,0.5714285714285715,0.7857142857142858,"nigerian_premier_league_summary.txt, basketball_national_league_summary.txt, womens_basketball_league_africa.txt",nigerian_premier_league_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,23,Which organization organizes the Women's Basketball League Africa?,factoid,The Women's Basketball League Africa (WBLA) is organized under FIBA Africa.,FIBA Africa,5,0,0.3333333333333333,0.6666666666666666,"womens_basketball_league_africa.txt, bal_gender_equality_initiatives_summary.txt, bal_linking_african_teams_nba_summary.txt",womens_basketball_league_africa.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,24,In what year was South Africa's Basketball National League established?,factoid,The Basketball National League (BNL) in South Africa was established in 2013.,2013,5,0,0.1666666666666666,0.5833333333333333,"basketball_national_league_summary.txt, nigerian_premier_league_summary.txt, basketball_africa_league.txt",basketball_national_league_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,25,Which FIBA Africa zone does the Youzou Elite Basketball League operate in?,factoid,The Youzou Elite Basketball League operates in FIBA Africa Zone 4.,Zone 4,5,0,0.3076923076923077,0.6538461538461539,"youzou_elite_basketball_summary.txt, fiba_africa_sub_zones_summary.txt, fiba_africa_youth_competitions_summary.txt",youzou_elite_basketball_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,26,Where were the 2025 BAL Playoffs and Finals held?,factoid,"The 2025 BAL Playoffs and Finals were held at SunBet Arena in Pretoria, South Africa.","SunBet Arena in Pretoria, South Africa",5,0,0.5714285714285715,0.7857142857142858,"bal_partners_playoffs_finals_summary.txt, basketball_africa_league.txt, bal_rdb_multi_year_extension_summary.txt",bal_partners_playoffs_finals_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,27,How many youth competition categories does FIBA Africa organize?,factoid,"FIBA Africa organizes four youth competition categories: FIBA U16 AfroBasket (Boys), FIBA U16 Women’s AfroBasket, FIBA U18 AfroBasket (Boys), and FIBA U18 Women’s AfroBasket.",4,5,0,0.0,0.5,"fiba_africa_youth_competitions_summary.txt, fiba_africa_youth_development.txt, fiba_africa_sub_zones_summary.txt",fiba_africa_youth_competitions_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,28,Why was the 5th Afro Varsity 3x3 Basketball Challenge postponed?,factoid,"The 5th Afro Varsity 3x3 Basketball Challenge was postponed due to the failure to meet the quorum of eight countries required for a FISU qualifying event, as only five countries confirmed participation: Uganda, Egypt, Zambia, South Africa, and Kenya.",Failed to meet the quorum of eight countries required,5,0,0.3636363636363636,0.6818181818181818,"afro_varsity_3x3_challenge_summary.txt, african_games_3x3_basketball_summary.txt, afrobasket_summary.txt",afro_varsity_3x3_challenge_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,29,Which NCAA Division I school did Jana El Alfy enroll at?,factoid,Jana El Alfy enrolled at UConn.,UConn,5,0,0.2857142857142857,0.6428571428571428,"nba_academy_bal_us_college_summary.txt, afro_varsity_3x3_challenge_summary.txt, womens_basketball_league_africa.txt",nba_academy_bal_us_college_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,30,How many sub-zones does FIBA Africa organize its national federations into?,factoid,FIBA Africa organizes its national federations into seven sub-zones.,7,5,0,0.0,0.5,"fiba_africa_sub_zones_summary.txt, fiba_africa_youth_competitions_summary.txt, fiba_africa_history.txt",fiba_africa_sub_zones_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,31,In what year did 3x3 basketball become an official discipline of the African Games?,factoid,3x3 basketball became an official discipline of the African Games in 2019.,2019,5,0,0.1538461538461538,0.5769230769230769,"african_games_3x3_basketball_summary.txt, afro_varsity_3x3_challenge_summary.txt, afrobasket_summary.txt",african_games_3x3_basketball_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,32,In what year did Giants of Africa begin hosting basketball camps?,factoid,Giants of Africa began hosting basketball camps in 2003.,2003,5,0,0.1999999999999999,0.6,"giants_of_africa_camps_summary.txt, giants_of_africa_2025_kigali_summary.txt, bwb_east_africa_summary.txt",giants_of_africa_camps_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,33,How many countries and territories can access BAL broadcasts?,factoid,BAL broadcasts are accessible in 214 countries and territories.,214,5,0,0.1999999999999999,0.6,"basketball_africa_league.txt, bal_partners_playoffs_finals_summary.txt, bal_africa_sports_economy_summary.txt",bal_global_investment_summary.txt,Bad Retrieval (wrong docs retrieved),True
Azure_gpt4omini,34,Which organization established Club Rafiki in Kigali in 2022?,factoid,The context does not provide information about the organization that established Club Rafiki in Kigali in 2022.,Giants of Africa,1,0,0.0,0.1,"bal_rdb_multi_year_extension_summary.txt, giants_of_africa_2025_kigali_summary.txt, nba_africa_opportunity_courts_summary.txt",basketball_africa_infrastructure_summary.txt,Bad Retrieval (wrong docs retrieved),True
Azure_gpt4omini,35,When is the Giants of Africa Festival scheduled to take place in Kigali in 2025?,factoid,"The Giants of Africa Festival is scheduled to take place in Kigali from July 25 to August 2, 2025.","July 25 to August 2, 2025",5,0,0.5,0.75,"giants_of_africa_2025_kigali_summary.txt, giants_of_africa_camps_summary.txt, bal_rdb_multi_year_extension_summary.txt",giants_of_africa_2025_kigali_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,36,How many national titles has Petro de Luanda won?,factoid,Petro de Luanda has won 18 national titles.,18,5,0,0.2222222222222222,0.6111111111111112,"top_10_african_basketball_clubs_summary.txt, luol_deng_south_sudan_summary.txt, afrobasket_summary.txt",top_10_african_basketball_clubs_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,37,What percentage of LGBT individuals witnessed homophobia in sport according to studies mentioned?,factoid,"According to the studies mentioned, 80% of LGBT individuals witnessed homophobia in sport.",80%,5,0,0.1428571428571428,0.5714285714285714,"disability_barriers_in_sports_summary.txt, sports_limitations_addressing_sdgs_summary.txt, colonial_history_sport.txt",sports_limitations_addressing_sdgs_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,38,What standard should websites comply with for digital inclusion of people with disabilities?,factoid,Websites should comply with WCAG 2.1 standards for digital inclusion of people with disabilities.,WCAG 2.1,5,0,0.2666666666666667,0.6333333333333333,"disability_barriers_in_sports_summary.txt, sports_limitations_addressing_sdgs_summary.txt, bal_gender_equality_initiatives_summary.txt",disability_barriers_in_sports_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,39,How many basketball courts does NBA Africa aim to construct across Africa within the next decade?,factoid,"NBA Africa aims to construct 1,000 basketball courts across Africa within the next decade.","1,000",5,0,0.1428571428571428,0.5714285714285714,"nba_africa_opportunity_international_summary.txt, nba_africa_opportunity_courts_summary.txt, basketball_africa_infrastructure_summary.txt",nba_africa_opportunity_international_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,40,Which former US President joined BAL as a strategic partner and investor?,factoid,Former US President Barack Obama joined the BAL as a strategic partner and investor.,Barack Obama,5,0,0.25,0.625,"investing_in_bal_private_investment_summary.txt, bal_global_investment_summary.txt, bal_partners_playoffs_finals_summary.txt",investing_in_bal_private_investment_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,41,In which years will BAL continue to stage Playoffs and Finals in Kigali according to the multi-year extension?,factoid,"BAL will continue to stage Playoffs and Finals in Kigali for the years 2024, 2026, and 2028.","2024, 2026, and 2028",5,0,0.4,0.7,"bal_rdb_multi_year_extension_summary.txt, bal_partners_playoffs_finals_summary.txt, bal_africa_sports_economy_summary.txt",bal_rdb_multi_year_extension_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,42,What is the seating capacity of Kigali Arena?,factoid,"The seating capacity of Kigali Arena is 10,000 seats.","10,000",5,0,0.1999999999999999,0.6,"giants_of_africa_2025_kigali_summary.txt, africas_flashy_basketball_arenas_summary.txt, bal_rdb_multi_year_extension_summary.txt",africas_flashy_basketball_arenas_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,43,In what year was basketball introduced to Rwanda by missionaries?,factoid,Basketball was introduced to Rwanda in the 1930s by missionaries.,1930s,5,0,0.1818181818181818,0.5909090909090909,"basketball_africa_societal_impact_summary.txt, basketball_africa_infrastructure_summary.txt, nba_africa_opportunity_courts_summary.txt",basketball_africa_societal_impact_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,44,What percentage of young players cite fun as their main reason for playing basketball?,factoid,74% of young players cite fun as their main reason for playing basketball.,74%,5,0,0.1428571428571428,0.5714285714285714,"youth_development_basketball_summary.txt, basketball_influence_africa_summary.txt, fiba_africa_youth_development.txt",youth_development_basketball_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,45,"On what date was the first new basketball court unveiled at Highland School in Nyamata, Rwanda?",factoid,"The first new basketball court was unveiled at Highland School in Nyamata, Rwanda, on May 19, 2025.","May 19, 2025",5,0,0.3,0.65,"nba_africa_opportunity_courts_summary.txt, basketball_africa_infrastructure_summary.txt, nba_africa_opportunity_international_summary.txt",nba_africa_opportunity_courts_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,46,What is the duration of ESPN Africa's broadcast agreement with FIBA?,factoid,The duration of ESPN Africa's broadcast agreement with FIBA is from 2025 to 2029.,2025-2029,5,0,0.0,0.5,"espn_africa_fiba_broadcast_deal_summary.txt, fiba_africa_history.txt, afrobasket_summary.txt",espn_africa_fiba_broadcast_deal_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,47,By what percentage did NBA Africa's social media followers grow year-over-year?,factoid,NBA Africa's social media followers grew by 50% year-over-year.,50%,5,0,0.1999999999999999,0.6,"basketball_influence_africa_summary.txt, rise_of_african_basketball.txt, rise_and_rise_african_basketball.txt",basketball_influence_africa_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,48,Which organization partnered with BAL to advance education and inclusion in Africa?,factoid,The Agence Française de Développement (AFD) partnered with the Basketball Africa League (BAL) to advance education and inclusion in Africa.,Agence Française de Développement (AFD),5,0,0.4347826086956522,0.7173913043478262,"bal_afd_education_inclusion_summary.txt, bal_linking_african_teams_nba_summary.txt, investing_in_bal_private_investment_summary.txt",bal_afd_education_inclusion_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,49,What was BAL's estimated valuation in 2021?,factoid,BAL's estimated valuation in 2021 was $1 billion.,$1 billion,5,0,0.4,0.7,"bal_global_investment_summary.txt, bal_africa_sports_economy_summary.txt, investing_in_bal_private_investment_summary.txt",bal_africa_sports_economy_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,50,On what date were BAL's gender equality initiatives announced?,factoid,"BAL's gender equality initiatives were announced on March 8, 2021.","March 8, 2021",5,0,0.4615384615384615,0.7307692307692307,"bal_gender_equality_initiatives_summary.txt, bal_afd_education_inclusion_summary.txt, bal_linking_african_teams_nba_summary.txt",bal_gender_equality_initiatives_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,51,Which Egyptian player participated in the NBA Summer League from BAL?,factoid,Anas Mahmoud from Egypt participated in the NBA Summer League from the Basketball Africa League (BAL).,Anas Mahmoud,5,0,0.2666666666666667,0.6333333333333333,"basketball_africa_league.txt, nba_academy_bal_us_college_summary.txt, bal_linking_african_teams_nba_summary.txt",bal_linking_african_teams_nba_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,52,On what dates was BAL's first scouting combine held?,factoid,"BAL's first scouting combine was held on December 4–5, 2019.","December 4-5, 2019",5,0,0.3076923076923076,0.6538461538461537,"bal_first_scouting_combine_summary.txt, basketball_africa_league.txt, bal_linking_african_teams_nba_summary.txt",bal_first_scouting_combine_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,53,In what year was WINGSPAN Scouting founded?,factoid,WINGSPAN Scouting was founded in 2023.,2023,5,0,0.2857142857142857,0.6428571428571428,"africabasket_wingspan_partnership_summary.txt, bal_first_scouting_combine_summary.txt, youth_development_basketball_summary.txt",africabasket_wingspan_partnership_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,54,List three teams that have won the BAL championship since its inaugural season in 2021.,list,"The three teams that have won the BAL championship since its inaugural season in 2021 are:

1. Zamalek (2021)
2. US Monastir (2022)
3. Al Ahly (2023)",Zamalek,3,0,0.1428571428571428,0.3714285714285714,"basketball_africa_league.txt, bal_linking_african_teams_nba_summary.txt, bal_global_investment_summary.txt",basketball_africa_league.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,55,Name three African national teams that have been dominant in AfroBasket history.,list,"The three African national teams that have been dominant in AfroBasket history are Angola, Nigeria, and Tunisia.",Angola,4,0,0.0,0.4,"afrobasket_summary.txt, african_games_3x3_basketball_summary.txt, fiba_africa_history.txt",fiba_africa_history.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,56,Name two sports introduced by European colonial authorities.,list,Cricket and football.,Cricket,5,0,0.5,0.75,"colonial_history_sport.txt, colonialism_sport_book_summary.txt, africabasket_two_countries.txt",colonial_history_sport.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,57,List two barriers that historically restricted women's participation in basketball in Africa.,list,Cultural and structural barriers historically restricted women's participation in basketball in Africa.,Cultural barriers,5,0,0.3076923076923077,0.6538461538461539,"womens_basketball_league_africa.txt, bal_gender_equality_initiatives_summary.txt, womens_basketball_africa.txt",womens_basketball_africa.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,58,Name two emerging basketball nations mentioned as pushing for greater representation.,list,Nigeria and Senegal.,Nigeria,5,0,0.5,0.75,"africabasket_two_countries.txt, rise_of_african_basketball.txt, rise_and_rise_african_basketball.txt",africabasket_two_countries.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,59,List two global competitions that AfroBasket serves as a qualifier for.,list,AfroBasket serves as a qualifier for the FIBA World Cup and the Olympic Games.,FIBA World Cup,5,0,0.375,0.6875,"afrobasket_summary.txt, fiba_africa_youth_competitions_summary.txt, africabasket_two_countries.txt",afrobasket_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,60,Name two prominent African NBA players mentioned who inspire future generations.,list,Joel Embiid and Pascal Siakam are two prominent African NBA players mentioned who inspire future generations.,Joel Embiid,5,0,0.2222222222222222,0.6111111111111112,"basketball_influence_africa_summary.txt, top_african_female_players_summary.txt, rise_and_rise_african_basketball.txt",rise_of_african_basketball.txt,Bad Retrieval (wrong docs retrieved),True
Azure_gpt4omini,61,"List three key themes mentioned in the key points section of the book ""Sport and Apartheid South Africa"" ..",list,"The provided context does not contain information about the book ""Sport and Apartheid South Africa"" or its key themes. Therefore, I cannot provide an answer to your question.",Sport as a tool of governance and assimilation,1,0,0.0625,0.13125,"colonial_history_sport.txt, colonialism_sport_book_summary.txt, sports_limitations_addressing_sdgs_summary.txt",colonialism_sport_book_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,62,List three social impacts of basketball in Africa.,list,"1. Education and Empowerment: Basketball serves as a tool for education and empowerment, providing young athletes with opportunities for personal and professional development.

2. Gender Equality: Programs like BAL4HER promote gender equality by encouraging female participation in sports and supporting women's empowerment initiatives.

3. Community Development: Basketball fosters community engagement and intercultural exchange, helping to build stronger communities through shared experiences and teamwork.",Education,4,0,0.0727272727272727,0.4363636363636364,"basketball_influence_africa_summary.txt, rise_of_african_basketball.txt, basketball_africa_societal_impact_summary.txt",rise_and_rise_african_basketball.txt,Bad Retrieval (wrong docs retrieved),True
Azure_gpt4omini,63,List two objectives of the Basketball Without Borders camp in East Africa.,list,"1. Focus on skill development, leadership, and community engagement.
2. Empower youth and promote gender equality in the region.",Skill development,4,0,0.0999999999999999,0.44999999999999996,"bwb_east_africa_summary.txt, giants_of_africa_camps_summary.txt, nba_africa_opportunity_international_summary.txt",bwb_east_africa_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,64,List three individual NBA awards or honors Hakeem Olajuwon won during his career.,list,"Hakeem Olajuwon won the following individual NBA awards or honors during his career:

1. NBA Most Valuable Player (1994)
2. Two-time NBA Champion (1994, 1995)
3. 12-time NBA All-Star",NBA MVP (1994),4,0,0.1379310344827586,0.4689655172413793,"hakeem_olajuwon_summary.txt, joel_embiid_summary.txt, pascal_siakam_summary.txt",hakeem_olajuwon_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,65,List two achievements Joel Embiid has earned in the NBA.,list,"1. NBA MVP (2023)
2. Multiple NBA All-Star selections",NBA MVP (2023),4,0,0.5454545454545454,0.6727272727272727,"joel_embiid_summary.txt, hakeem_olajuwon_summary.txt, pascal_siakam_summary.txt",joel_embiid_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,66,List three areas of focus for Dikembe Mutombo's humanitarian work.,list,"Dikembe Mutombo's humanitarian work focuses on healthcare, education, and economic development initiatives.",Healthcare,4,0,0.0,0.4,"dikembe_mutombo_summary.txt, nba_africa_opportunity_courts_summary.txt, luol_deng_south_sudan_summary.txt",dikembe_mutombo_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,67,List two NBA honors Pascal Siakam has received.,list,"Pascal Siakam has received the following two NBA honors:
1. NBA Champion (2019)
2. NBA Most Improved Player (2019)",NBA Champion (2019),5,0,0.4761904761904761,0.738095238095238,"pascal_siakam_summary.txt, serge_ibaka_summary.txt, joel_embiid_summary.txt",pascal_siakam_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,68,List two ways basketball impacts South Sudan society.,list,"1. Promotes peace and unity: Basketball serves as a unifying force in South Sudan, helping to foster social cohesion among its diverse communities.

2. Provides opportunities for youth: The sport offers educational and professional pathways for young athletes, contributing to their personal development and empowerment.",Promoting peace,5,0,0.1304347826086956,0.5652173913043478,"luol_deng_south_sudan_summary.txt, basketball_africa_societal_impact_summary.txt, basketball_influence_africa_summary.txt",luol_deng_south_sudan_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,69,List two impacts of Gab Gre Lasme's success on African basketball.,list,"1. Gab Gre Lasme's success inspires young African athletes to pursue careers in international basketball, promoting cross-cultural exchange and opportunities.

2. His performance in the EuroLeague highlights the representation of African basketball talent in European competitions, contributing to the diversification and enrichment of the league.",Inspires young African athletes,4,0,0.1999999999999999,0.5,"gab_gre_lasme_summary.txt, rise_of_african_basketball.txt, rise_and_rise_african_basketball.txt",gab_gre_lasme_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,70,List three major NBA achievements Giannis Antetokounmpo has earned.,list,"1. Two-time NBA MVP (2019, 2020).
2. NBA Champion and Finals MVP (2021).
3. Multiple All-Star selections and All-NBA honors.","NBA MVP (2019, 2020)",5,0,0.4347826086956522,0.7173913043478262,"giannis_antetokounmpo_summary.txt, joel_embiid_summary.txt, hakeem_olajuwon_summary.txt",giannis_antetokounmpo_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,71,List two areas where Serge Ibaka has focused his philanthropic efforts.,list,Serge Ibaka has focused his philanthropic efforts on education and health initiatives in Congo.,Education initiatives in Congo,5,0,0.4444444444444445,0.7222222222222222,"serge_ibaka_summary.txt, nba_africa_opportunity_courts_summary.txt, nba_africa_opportunity_international_summary.txt",serge_ibaka_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,72,List three African countries mentioned as having female basketball players making global waves.,list,"Nigeria, Senegal, and Mali.",Nigeria,5,0,0.4,0.7,"top_african_female_players_summary.txt, womens_basketball_africa.txt, african_games_3x3_basketball_summary.txt",top_african_female_players_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,73,List two objectives of FIBA Africa's youth development programs.,list,"1. To create sustainable pathways for players from grassroots to elite levels.
2. To empower young athletes and promote gender equality through sport.",Empower young athletes,4,0,0.25,0.525,"fiba_africa_youth_development.txt, fiba_africa_youth_competitions_summary.txt, fiba_africa_history.txt",fiba_africa_youth_development.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,74,List two objectives of the proposed African development league.,list,"1. Nurturing young talent and creating a feeder system for Basketball Africa League (BAL) franchises.
2. Promoting grassroots basketball and enhancing professional pathways across Africa.",Nurturing young talent,5,0,0.3571428571428571,0.6785714285714286,"nba_fiba_african_dev_league.txt, bal_linking_african_teams_nba_summary.txt, bal_afd_education_inclusion_summary.txt",nba_fiba_african_dev_league.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,75,List three teams that compete in the Nigerian Premier League.,list,"Three teams that compete in the Nigerian Premier League are Kano Pillars, Rivers Hoopers, and Gombe Bulls.",Kano Pillars,5,0,0.2105263157894736,0.6052631578947368,"nigerian_premier_league_summary.txt, top_10_african_basketball_clubs_summary.txt, african_games_3x3_basketball_summary.txt",nigerian_premier_league_summary.txt,Bad Generation (right docs retrieved),True
Azure_gpt4omini,76,List three social impacts of the Women's Basketball League Africa.,list,"1. Empowers female athletes and promotes gender equality in sports.
2. Inspires young girls to pursue sports careers and challenges stereotypes.
3. Fosters cultural exchange and professional opportunities across the continent.",Empowers female athletes,5,0,0.1875,0.59375,"womens_basketball_league_africa.txt, womens_basketball_africa.txt, bal_gender_equality_initiatives_summary.txt",womens_basketball_league_africa.txt,Bad Generation (right docs retrieved),True
