system,question_idx,question,correct_doc,retrieved_docs,correct_doc_retrieved,llm_score,exact_match,f1_score
Azure_gpt4omini,115,"Which organizations are highlighted as key players in shaping African basketball's future? A) FIFA and UEFA B) NBA Africa, BAL, and local federations C) IOC and FIBA Europe D) NCAA and WNBA",rise_and_rise_african_basketball.txt,"fiba_africa_history.txt, nba_fiba_african_dev_league.txt, rise_of_african_basketball.txt",False,5,1,1.0
Azure_gpt4omini,116,Which NBA stars are mentioned as products of previous Basketball Without Borders camps in Africa? A) LeBron James and Kobe Bryant B) Joel Embiid and Pascal Siakam C) Stephen Curry and Kevin Durant D) Giannis Antetokounmpo and Luka Doncic,bwb_east_africa_summary.txt,"bwb_east_africa_summary.txt, giannis_antetokounmpo_summary.txt, joel_embiid_summary.txt",True,5,1,1.0
Azure_gpt4omini,117,Which NBA teams did Hakeem Olajuwon play for during his professional career? A) Lakers and Celtics B) Bulls and Knicks C) Houston Rockets and Toronto Raptors D) Spurs and Heat,hakeem_olajuwon_summary.txt,"hakeem_olajuwon_summary.txt, fiba_africa_history.txt, serge_ibaka_summary.txt",True,5,1,1.0
Azure_gpt4omini,118,Which city was Joel Embiid born in? A) Lagos B) Yaoundé C) Nairobi D) Accra,joel_embiid_summary.txt,"joel_embiid_summary.txt, africas_flashy_basketball_arenas_summary.txt, basketball_influence_africa_summary.txt",True,5,1,1.0
Azure_gpt4omini,119,What is the name of the hospital Dikembe Mutombo established? A) Mutombo Medical Center B) Biamba Marie Mutombo Hospital C) Kinshasa General Hospital D) Congo Community Hospital,dikembe_mutombo_summary.txt,"dikembe_mutombo_summary.txt, africas_flashy_basketball_arenas_summary.txt, giants_of_africa_camps_summary.txt",True,5,1,1.0
Azure_gpt4omini,120,What position does Pascal Siakam play? A) Center B) Guard C) Forward D) Point Guard,pascal_siakam_summary.txt,"pascal_siakam_summary.txt, serge_ibaka_summary.txt, hakeem_olajuwon_summary.txt",True,5,1,1.0
Azure_gpt4omini,121,What is South Sudan known as globally? A) The oldest nation B) The youngest nation C) The largest nation D) The most populous nation,luol_deng_south_sudan_summary.txt,"luol_deng_south_sudan_summary.txt, fiba_africa_sub_zones_summary.txt, basketball_national_league_summary.txt",True,5,1,1.0
Azure_gpt4omini,122,What European competition is highlighted in relation to Gab Gre Lasme's performance? A) Champions League B) EuroLeague Top 16 C) EuroCup D) Basketball Champions League,gab_gre_lasme_summary.txt,"gab_gre_lasme_summary.txt, fiba_africa_youth_competitions_summary.txt, youzou_elite_basketball_summary.txt",True,5,1,1.0
Azure_gpt4omini,123,Where was Giannis Antetokounmpo born? A) Lagos B) Athens C) Nairobi D) Cairo,giannis_antetokounmpo_summary.txt,"giannis_antetokounmpo_summary.txt, africas_flashy_basketball_arenas_summary.txt, giants_of_africa_camps_summary.txt",True,5,1,1.0
Azure_gpt4omini,124,Which Olympic medal did Serge Ibaka win in 2012? A) Gold B) Silver C) Bronze D) None,serge_ibaka_summary.txt,"serge_ibaka_summary.txt, african_games_3x3_basketball_summary.txt, afrobasket_summary.txt",True,5,1,1.0
Azure_gpt4omini,125,Which country does Astou Ndour represent internationally? A) Senegal B) Nigeria C) Mali D) Angola,top_african_female_players_summary.txt,"afrobasket_summary.txt, fiba_africa_sub_zones_summary.txt, top_10_african_basketball_clubs_summary.txt",False,5,1,1.0
Azure_gpt4omini,126,Which of the following is part of FIBA Africa's youth development initiatives? A) Professional league management B) Basketball Schools and training camps C) Stadium construction D) Marketing campaigns,fiba_africa_youth_development.txt,"fiba_africa_youth_development.txt, fiba_africa_youth_competitions_summary.txt, nba_fiba_african_dev_league.txt",True,5,1,1.0
Azure_gpt4omini,127,Which organizations are collaborating to create the new African development league? A) FIFA and UEFA B) NBA Africa and FIBA C) IOC and BAL D) NBBF and BSA,nba_fiba_african_dev_league.txt,"nba_fiba_african_dev_league.txt, bal_linking_african_teams_nba_summary.txt, basketball_africa_league.txt",True,5,1,1.0
Azure_gpt4omini,128,What is the competition level of the Nigerian Premier League? A) Second-tier B) Third-tier C) Top-tier D) Regional,nigerian_premier_league_summary.txt,"nigerian_premier_league_summary.txt, basketball_national_league_summary.txt, top_10_african_basketball_clubs_summary.txt",True,5,1,1.0
Azure_gpt4omini,129,What is the primary purpose of the Women's Basketball League Africa? A) Youth development only B) Promote elite women's basketball across Africa C) Amateur competitions D) School tournaments,womens_basketball_league_africa.txt,"womens_basketball_league_africa.txt, fiba_africa_youth_competitions_summary.txt, fiba_africa_youth_development.txt",True,5,1,1.0
Azure_gpt4omini,130,Which organization oversees the Basketball National League in South Africa? A) FIBA B) NBA Africa C) Basketball South Africa (BSA) D) NBBF,basketball_national_league_summary.txt,"basketball_national_league_summary.txt, nba_fiba_african_dev_league.txt, basketball_africa_league.txt",True,5,1,1.0
Azure_gpt4omini,131,Which countries are featured in the Youzou Elite Basketball League? A) Nigeria and Kenya B) Gabon and Cameroon C) South Africa and Angola D) Egypt and Tunisia,youzou_elite_basketball_summary.txt,"youzou_elite_basketball_summary.txt, fiba_africa_sub_zones_summary.txt, top_10_african_basketball_clubs_summary.txt",True,5,1,1.0
Azure_gpt4omini,132,Which of the following is a new partner for the 2025 BAL Playoffs? A) NIKE B) Hyundai C) Wilson D) RwandAir,bal_partners_playoffs_finals_summary.txt,"bal_partners_playoffs_finals_summary.txt, bal_rdb_multi_year_extension_summary.txt, nba_africa_opportunity_courts_summary.txt",True,5,1,1.0
Azure_gpt4omini,133,What do the top two teams from FIBA Africa youth tournaments qualify for? A) BAL B) Olympic Games C) FIBA U17 and U19 World Cups D) AfroBasket senior,fiba_africa_youth_competitions_summary.txt,"fiba_africa_youth_competitions_summary.txt, afrobasket_summary.txt, fiba_africa_youth_development.txt",True,5,1,1.0
Azure_gpt4omini,134,How many countries confirmed participation in the 5th Afro Varsity 3x3 Challenge? A) Three B) Five C) Eight D) Fourteen,afro_varsity_3x3_challenge_summary.txt,"afro_varsity_3x3_challenge_summary.txt, african_games_3x3_basketball_summary.txt, afrobasket_summary.txt",True,5,1,1.0
Azure_gpt4omini,135,What program did Emmanuel Okorafor participate in before joining Louisville? A) NCAA prep B) BAL Elevate C) FIBA camps D) High school All-Stars,nba_academy_bal_us_college_summary.txt,"nba_academy_bal_us_college_summary.txt, bal_first_scouting_combine_summary.txt, basketball_africa_league.txt",True,5,1,1.0
Azure_gpt4omini,136,"Which countries are in FIBA Africa Zone 1? A) Nigeria, Ghana, Togo B) Algeria, Libya, Morocco, Tunisia C) Kenya, Rwanda, Uganda D) Angola, South Africa, Zambia",fiba_africa_sub_zones_summary.txt,"fiba_africa_sub_zones_summary.txt, fiba_africa_history.txt, espn_africa_fiba_broadcast_deal_summary.txt",True,5,1,1.0
Azure_gpt4omini,137,Which country won the men's 3x3 basketball gold medal at the 2023 African Games? A) Madagascar B) Egypt C) Algeria D) Nigeria,african_games_3x3_basketball_summary.txt,"african_games_3x3_basketball_summary.txt, afrobasket_summary.txt, fiba_africa_sub_zones_summary.txt",True,5,1,1.0
Azure_gpt4omini,138,How many basketball courts did Giants of Africa pledge to build across Africa in 2021? A) 50 B) 75 C) 100 D) 150,giants_of_africa_camps_summary.txt,"giants_of_africa_camps_summary.txt, giants_of_africa_2025_kigali_summary.txt, basketball_africa_infrastructure_summary.txt",True,5,1,1.0
Azure_gpt4omini,139,What is the focus of the BAL Advance program? A) Youth training only B) Professional game analysis C) Life after basketball with entrepreneurship and financial literacy D) Media production,bal_global_investment_summary.txt,"bal_global_investment_summary.txt, bal_afd_education_inclusion_summary.txt, investing_in_bal_private_investment_summary.txt",True,5,1,1.0
Azure_gpt4omini,140,"How many additional basketball courts does Rwanda's Ministry of Sports acknowledge are needed nationwide? A) 500 B) 1,000 C) 2,000 D) 3,000",basketball_africa_infrastructure_summary.txt,"basketball_africa_infrastructure_summary.txt, nba_africa_opportunity_courts_summary.txt, basketball_africa_societal_impact_summary.txt",True,5,1,1.0
Azure_gpt4omini,141,How many athletes will participate in the Giants of Africa 2025 Festival? A) 200 B) 250 C) 320 D) 400,giants_of_africa_2025_kigali_summary.txt,"giants_of_africa_2025_kigali_summary.txt, giants_of_africa_camps_summary.txt, african_games_3x3_basketball_summary.txt",True,5,1,1.0
Azure_gpt4omini,142,Which Egyptian club was the first BAL champion in 2021? A) Al Ahly B) Zamalek SC C) Al Ittihad Alexandria D) US Monastir,top_10_african_basketball_clubs_summary.txt,"basketball_africa_league.txt, top_10_african_basketball_clubs_summary.txt, bal_linking_african_teams_nba_summary.txt",True,5,1,1.0
Azure_gpt4omini,143,Which of the following is a resource limitation for sport in development? A) Too many coaches B) Lack of affordable sports equipment C) Excessive funding D) Over-built infrastructure,sports_limitations_addressing_sdgs_summary.txt,"sports_limitations_addressing_sdgs_summary.txt, disability_barriers_in_sports_summary.txt, basketball_africa_infrastructure_summary.txt",True,5,1,1.0
Azure_gpt4omini,144,Which barrier involves negative stereotypes about athletes with disabilities? A) Physical accessibility B) Logistical accessibility C) Psychological accessibility D) Equipment limitations,disability_barriers_in_sports_summary.txt,"disability_barriers_in_sports_summary.txt, sports_limitations_addressing_sdgs_summary.txt, colonial_history_sport.txt",True,5,1,1.0
Azure_gpt4omini,145,In which two cities did NBA Africa and Opportunity International build outdoor courts? A) Lagos and Cairo B) Johannesburg and Dakar C) Nairobi and Kigali D) Accra and Rabat,nba_africa_opportunity_international_summary.txt,"nba_africa_opportunity_courts_summary.txt, nba_africa_opportunity_international_summary.txt, africas_flashy_basketball_arenas_summary.txt",True,5,1,1.0
Azure_gpt4omini,146,"What is the average seating capacity of venues where BAL teams played? A) 2,500 B) 4,600 C) 7,000 D) 10,000",investing_in_bal_private_investment_summary.txt,"africas_flashy_basketball_arenas_summary.txt, bal_global_investment_summary.txt, basketball_africa_league.txt",False,1,0,0.0
Azure_gpt4omini,147,Which organization remains the Official Airline Partner of BAL? A) Ethiopian Airlines B) Kenya Airways C) RwandAir D) South African Airways,bal_rdb_multi_year_extension_summary.txt,"bal_partners_playoffs_finals_summary.txt, bal_rdb_multi_year_extension_summary.txt, bal_linking_african_teams_nba_summary.txt",True,5,1,1.0
Azure_gpt4omini,148,"Which arena hosted the 2019 FIBA Women's AfroBasket with record attendance of 15,000 fans? A) Kigali Arena B) Cairo Stadium C) Dakar Arena D) Arena Kilamba",africas_flashy_basketball_arenas_summary.txt,"africas_flashy_basketball_arenas_summary.txt, giants_of_africa_2025_kigali_summary.txt, afrobasket_summary.txt",True,5,1,1.0
Azure_gpt4omini,149,How much tourism revenue did Rwanda generate in 2022 from hosting global events? A) $100M B) $150M C) $240M D) $300M,basketball_africa_societal_impact_summary.txt,"bal_rdb_multi_year_extension_summary.txt, giants_of_africa_2025_kigali_summary.txt, basketball_africa_societal_impact_summary.txt",True,5,1,1.0
Azure_gpt4omini,150,Which of the following is a personal skill developed through youth basketball? A) Dribbling B) Goal-setting C) Shooting D) Passing,youth_development_basketball_summary.txt,"youth_development_basketball_summary.txt, fiba_africa_youth_development.txt, luol_deng_south_sudan_summary.txt",True,5,1,1.0
Azure_gpt4omini,151,"How many youth did NBA Africa reach through development programs last year? A) 150,000 B) 250,000 C) 350,000 D) 500,000",nba_africa_opportunity_courts_summary.txt,"fiba_africa_youth_development.txt, nba_africa_opportunity_international_summary.txt, fiba_africa_youth_competitions_summary.txt",False,1,0,0.0
Azure_gpt4omini,152,"How many international basketball games will ESPN Africa broadcast under the FIBA deal? A) 500 B) 1,000 C) 1,500 D) 2,000",espn_africa_fiba_broadcast_deal_summary.txt,"espn_africa_fiba_broadcast_deal_summary.txt, africas_flashy_basketball_arenas_summary.txt, fiba_africa_history.txt",True,5,1,1.0
Azure_gpt4omini,153,What was the increase in official NBA and BAL merchandise sales? A) 20% B) 30% C) 40% D) 50%,basketball_influence_africa_summary.txt,"basketball_influence_africa_summary.txt, bal_gender_equality_initiatives_summary.txt, bal_global_investment_summary.txt",True,5,1,1.0
Azure_gpt4omini,154,What is the name of the pan-African platform launched by AFD to support sports projects? A) Sport Together B) Sport en commun C) Sports for Africa D) African Sports Initiative,bal_afd_education_inclusion_summary.txt,"bal_afd_education_inclusion_summary.txt, fiba_africa_youth_development.txt, afrobasket_summary.txt",True,5,1,1.0
Azure_gpt4omini,155,Where is the Basketball Africa League headquarters located? A) Kigali B) Lagos C) Dakar D) Cairo,bal_africa_sports_economy_summary.txt,"africas_flashy_basketball_arenas_summary.txt, bal_linking_african_teams_nba_summary.txt, basketball_africa_league.txt",False,5,1,1.0
Azure_gpt4omini,156,What age group is targeted by the STEM sports curriculum for girls? A) 10 and under B) 12 and under C) 14 and under D) 16 and under,bal_gender_equality_initiatives_summary.txt,"youth_development_basketball_summary.txt, fiba_africa_youth_competitions_summary.txt, disability_barriers_in_sports_summary.txt",False,2,0,0.0
Azure_gpt4omini,157,What is the name of BAL's climate action program? A) BAL Clean B) BAL Green C) BAL Earth D) BAL Climate,bal_linking_african_teams_nba_summary.txt,"bal_linking_african_teams_nba_summary.txt, basketball_africa_league.txt, bal_global_investment_summary.txt",True,5,1,1.0
Azure_gpt4omini,158,Where was the first BAL scouting combine held? A) Madison Square Garden B) Brooklyn Nets practice facility C) BAL headquarters D) FIBA facility,bal_first_scouting_combine_summary.txt,"bal_first_scouting_combine_summary.txt, nba_fiba_african_dev_league.txt, basketball_africa_league.txt",True,5,1,1.0
Azure_gpt4omini,159,Who co-founded WINGSPAN Scouting? A) Amadou Gallo Fall and Luol Deng B) Jacques Vandescure and David Helmer C) Masai Ujiri and Barack Obama D) Dikembe Mutombo and P.J. Carlesimo,africabasket_wingspan_partnership_summary.txt,"africabasket_wingspan_partnership_summary.txt, bal_first_scouting_combine_summary.txt, dikembe_mutombo_summary.txt",True,5,1,1.0
Local_gpt4omini,1,Who is the current commissioner of the Basketball Africa League?,basketball_africa_league.txt,"bal_linking_african_teams_nba_summary.txt, bal_africa_sports_economy_summary.txt, bal_first_scouting_combine_summary.txt",False,2,0,0.0
Local_gpt4omini,2,In what year was FIBA Africa established?,fiba_africa_history.txt,"fiba_africa_history.txt, afrobasket_summary.txt, basketball_africa_societal_impact_summary.txt",True,5,0,0.2857142857142857
Local_gpt4omini,3,How did colonial powers use sport in colonized regions according to the article?,colonial_history_sport.txt,"colonialism_sport_book_summary.txt, colonial_history_sport.txt, sports_limitations_addressing_sdgs_summary.txt",True,5,0,0.3478260869565217
Local_gpt4omini,4,What role does the Basketball Africa League (BAL) play in promoting women's basketball in Africa?,womens_basketball_africa.txt,"womens_basketball_africa.txt, womens_basketball_league_africa.txt, bal_gender_equality_initiatives_summary.txt",True,5,0,0.1724137931034483
Local_gpt4omini,5,How many countries will now represent African basketball in global competitions according to the article?,africabasket_two_countries.txt,"africabasket_two_countries.txt, afrobasket_summary.txt, afro_varsity_3x3_challenge_summary.txt",True,5,0,0.1818181818181818
Local_gpt4omini,6,How often is AfroBasket held?,afrobasket_summary.txt,"afrobasket_summary.txt, african_games_3x3_basketball_summary.txt, fiba_africa_history.txt",True,5,0,0.6666666666666666
Local_gpt4omini,7,What role do international partnerships play in the rise of African basketball?,rise_of_african_basketball.txt,"rise_of_african_basketball.txt, rise_and_rise_african_basketball.txt, africabasket_two_countries.txt",True,5,0,0.0952380952380952
Local_gpt4omini,8,"What publisher is associated with ""Sport and Apartheid South Africa""?",colonialism_sport_book_summary.txt,"rise_and_rise_african_basketball.txt, basketball_national_league_summary.txt, colonialism_sport_book_summary.txt",True,1,0,0.0
Local_gpt4omini,9,When did basketball's presence in Africa begin?,rise_and_rise_african_basketball.txt,"rise_and_rise_african_basketball.txt, africabasket_two_countries.txt, basketball_africa_societal_impact_summary.txt",True,5,0,0.3333333333333333
Local_gpt4omini,10,In what year was the first Basketball Without Borders (BWB) program launched globally?,bwb_east_africa_summary.txt,"bwb_east_africa_summary.txt, basketball_africa_societal_impact_summary.txt, rise_and_rise_african_basketball.txt",True,5,0,0.1538461538461538
Local_gpt4omini,11,In what year was Hakeem Olajuwon drafted first overall in the NBA Draft?,hakeem_olajuwon_summary.txt,"hakeem_olajuwon_summary.txt, joel_embiid_summary.txt, pascal_siakam_summary.txt",True,5,0,0.1666666666666666
Local_gpt4omini,12,At what age was Joel Embiid introduced to basketball?,joel_embiid_summary.txt,"joel_embiid_summary.txt, rise_of_african_basketball.txt, rise_and_rise_african_basketball.txt",True,5,0,0.1999999999999999
Local_gpt4omini,13,How many times did Dikembe Mutombo win the NBA Defensive Player of the Year award?,dikembe_mutombo_summary.txt,"dikembe_mutombo_summary.txt, hakeem_olajuwon_summary.txt, joel_embiid_summary.txt",True,5,0,0.0
Local_gpt4omini,14,In what year did Pascal Siakam win the NBA Championship?,pascal_siakam_summary.txt,"pascal_siakam_summary.txt, hakeem_olajuwon_summary.txt, serge_ibaka_summary.txt",True,5,0,0.2222222222222222
Local_gpt4omini,15,What role has Luol Deng played in South Sudan basketball development?,luol_deng_south_sudan_summary.txt,"luol_deng_south_sudan_summary.txt, bal_global_investment_summary.txt, bal_first_scouting_combine_summary.txt",True,5,0,0.3137254901960785
Local_gpt4omini,16,Which country is Gab Gre Lasme originally from?,gab_gre_lasme_summary.txt,"gab_gre_lasme_summary.txt, giannis_antetokounmpo_summary.txt, joel_embiid_summary.txt",True,5,0,0.25
Local_gpt4omini,17,How many times has Giannis Antetokounmpo won the NBA MVP award?,giannis_antetokounmpo_summary.txt,"giannis_antetokounmpo_summary.txt, hakeem_olajuwon_summary.txt, joel_embiid_summary.txt",True,5,0,0.0
Local_gpt4omini,18,In what year did Serge Ibaka win the NBA Championship?,serge_ibaka_summary.txt,"serge_ibaka_summary.txt, hakeem_olajuwon_summary.txt, pascal_siakam_summary.txt",True,5,0,0.2222222222222222
Local_gpt4omini,19,Which WNBA player from Nigeria has won the WNBA MVP award?,top_african_female_players_summary.txt,"top_african_female_players_summary.txt, hakeem_olajuwon_summary.txt, nba_academy_bal_us_college_summary.txt",True,5,0,0.3333333333333333
Local_gpt4omini,20,What age groups do FIBA Africa's youth championships target?,fiba_africa_youth_development.txt,"fiba_africa_youth_competitions_summary.txt, fiba_africa_youth_development.txt, afrobasket_summary.txt",True,5,0,0.3333333333333333
Local_gpt4omini,21,What is the primary purpose of the proposed African development league?,nba_fiba_african_dev_league.txt,"bal_afd_education_inclusion_summary.txt, nba_fiba_african_dev_league.txt, bal_global_investment_summary.txt",True,5,0,0.3684210526315789
Local_gpt4omini,22,Which organization oversees the Nigerian Premier League?,nigerian_premier_league_summary.txt,"nigerian_premier_league_summary.txt, bal_africa_sports_economy_summary.txt, youzou_elite_basketball_summary.txt",True,5,0,0.5714285714285715
Local_gpt4omini,23,Which organization organizes the Women's Basketball League Africa?,womens_basketball_league_africa.txt,"womens_basketball_league_africa.txt, womens_basketball_africa.txt, bal_gender_equality_initiatives_summary.txt",True,5,0,0.3333333333333333
Local_gpt4omini,24,In what year was South Africa's Basketball National League established?,basketball_national_league_summary.txt,"basketball_national_league_summary.txt, fiba_africa_history.txt, afrobasket_summary.txt",True,5,0,0.1999999999999999
Local_gpt4omini,25,Which FIBA Africa zone does the Youzou Elite Basketball League operate in?,youzou_elite_basketball_summary.txt,"youzou_elite_basketball_summary.txt, fiba_africa_sub_zones_summary.txt, fiba_africa_history.txt",True,5,0,0.3076923076923077
Local_gpt4omini,26,Where were the 2025 BAL Playoffs and Finals held?,bal_partners_playoffs_finals_summary.txt,"bal_partners_playoffs_finals_summary.txt, basketball_africa_league.txt, bal_global_investment_summary.txt",True,5,0,0.5714285714285715
Local_gpt4omini,27,How many youth competition categories does FIBA Africa organize?,fiba_africa_youth_competitions_summary.txt,"fiba_africa_youth_competitions_summary.txt, fiba_africa_youth_development.txt, fiba_africa_history.txt",True,5,0,0.0
Local_gpt4omini,28,Why was the 5th Afro Varsity 3x3 Basketball Challenge postponed?,afro_varsity_3x3_challenge_summary.txt,"afro_varsity_3x3_challenge_summary.txt, african_games_3x3_basketball_summary.txt, giants_of_africa_2025_kigali_summary.txt",True,5,0,0.3636363636363636
Local_gpt4omini,29,Which NCAA Division I school did Jana El Alfy enroll at?,nba_academy_bal_us_college_summary.txt,"nba_academy_bal_us_college_summary.txt, afro_varsity_3x3_challenge_summary.txt, top_african_female_players_summary.txt",True,5,0,0.2857142857142857
Local_gpt4omini,30,How many sub-zones does FIBA Africa organize its national federations into?,fiba_africa_sub_zones_summary.txt,"fiba_africa_sub_zones_summary.txt, fiba_africa_history.txt, afrobasket_summary.txt",True,5,0,0.0
Local_gpt4omini,31,In what year did 3x3 basketball become an official discipline of the African Games?,african_games_3x3_basketball_summary.txt,"african_games_3x3_basketball_summary.txt, afro_varsity_3x3_challenge_summary.txt, afrobasket_summary.txt",True,5,0,0.1538461538461538
Local_gpt4omini,32,In what year did Giants of Africa begin hosting basketball camps?,giants_of_africa_camps_summary.txt,"giants_of_africa_camps_summary.txt, bwb_east_africa_summary.txt, bal_first_scouting_combine_summary.txt",True,5,0,0.1999999999999999
Local_gpt4omini,33,How many countries and territories can access BAL broadcasts?,bal_global_investment_summary.txt,"espn_africa_fiba_broadcast_deal_summary.txt, bal_africa_sports_economy_summary.txt, bal_rdb_multi_year_extension_summary.txt",False,5,0,0.1999999999999999
Local_gpt4omini,34,Which organization established Club Rafiki in Kigali in 2022?,basketball_africa_infrastructure_summary.txt,"giants_of_africa_2025_kigali_summary.txt, basketball_africa_infrastructure_summary.txt, bal_rdb_multi_year_extension_summary.txt",True,5,0,0.4615384615384615
Local_gpt4omini,35,When is the Giants of Africa Festival scheduled to take place in Kigali in 2025?,giants_of_africa_2025_kigali_summary.txt,"giants_of_africa_2025_kigali_summary.txt, afro_varsity_3x3_challenge_summary.txt, bal_rdb_multi_year_extension_summary.txt",True,5,0,0.5
Local_gpt4omini,36,How many national titles has Petro de Luanda won?,top_10_african_basketball_clubs_summary.txt,"african_games_3x3_basketball_summary.txt, top_10_african_basketball_clubs_summary.txt, afro_varsity_3x3_challenge_summary.txt",True,5,0,0.2222222222222222
Local_gpt4omini,37,What percentage of LGBT individuals witnessed homophobia in sport according to studies mentioned?,sports_limitations_addressing_sdgs_summary.txt,"sports_limitations_addressing_sdgs_summary.txt, bal_gender_equality_initiatives_summary.txt, colonial_history_sport.txt",True,5,0,0.1428571428571428
Local_gpt4omini,38,What standard should websites comply with for digital inclusion of people with disabilities?,disability_barriers_in_sports_summary.txt,"disability_barriers_in_sports_summary.txt, sports_limitations_addressing_sdgs_summary.txt, bal_afd_education_inclusion_summary.txt",True,5,0,0.2666666666666667
Local_gpt4omini,39,How many basketball courts does NBA Africa aim to construct across Africa within the next decade?,nba_africa_opportunity_international_summary.txt,"nba_africa_opportunity_international_summary.txt, nba_africa_opportunity_courts_summary.txt, basketball_africa_infrastructure_summary.txt",True,5,0,0.1428571428571428
Local_gpt4omini,40,Which former US President joined BAL as a strategic partner and investor?,investing_in_bal_private_investment_summary.txt,"investing_in_bal_private_investment_summary.txt, nba_academy_bal_us_college_summary.txt, bal_global_investment_summary.txt",True,5,0,0.25
Local_gpt4omini,41,In which years will BAL continue to stage Playoffs and Finals in Kigali according to the multi-year extension?,bal_rdb_multi_year_extension_summary.txt,"bal_rdb_multi_year_extension_summary.txt, basketball_africa_league.txt, bal_partners_playoffs_finals_summary.txt",True,5,0,0.4
Local_gpt4omini,42,What is the seating capacity of Kigali Arena?,africas_flashy_basketball_arenas_summary.txt,"africas_flashy_basketball_arenas_summary.txt, giants_of_africa_2025_kigali_summary.txt, basketball_africa_infrastructure_summary.txt",True,5,0,0.2222222222222222
Local_gpt4omini,43,In what year was basketball introduced to Rwanda by missionaries?,basketball_africa_societal_impact_summary.txt,"basketball_africa_societal_impact_summary.txt, basketball_africa_infrastructure_summary.txt, bal_rdb_multi_year_extension_summary.txt",True,5,0,0.1818181818181818
Local_gpt4omini,44,What percentage of young players cite fun as their main reason for playing basketball?,youth_development_basketball_summary.txt,"youth_development_basketball_summary.txt, fiba_africa_youth_development.txt, luol_deng_south_sudan_summary.txt",True,5,0,0.1428571428571428
Local_gpt4omini,45,"On what date was the first new basketball court unveiled at Highland School in Nyamata, Rwanda?",nba_africa_opportunity_courts_summary.txt,"nba_africa_opportunity_courts_summary.txt, basketball_africa_infrastructure_summary.txt, nba_africa_opportunity_international_summary.txt",True,5,0,0.3
Local_gpt4omini,46,What is the duration of ESPN Africa's broadcast agreement with FIBA?,espn_africa_fiba_broadcast_deal_summary.txt,"espn_africa_fiba_broadcast_deal_summary.txt, bal_africa_sports_economy_summary.txt, afrobasket_summary.txt",True,5,0,0.0
Local_gpt4omini,47,By what percentage did NBA Africa's social media followers grow year-over-year?,basketball_influence_africa_summary.txt,"basketball_influence_africa_summary.txt, rise_and_rise_african_basketball.txt, bal_africa_sports_economy_summary.txt",True,5,0,0.1999999999999999
Local_gpt4omini,48,Which organization partnered with BAL to advance education and inclusion in Africa?,bal_afd_education_inclusion_summary.txt,"bal_afd_education_inclusion_summary.txt, bal_global_investment_summary.txt, investing_in_bal_private_investment_summary.txt",True,5,0,0.4166666666666667
Local_gpt4omini,49,What was BAL's estimated valuation in 2021?,bal_africa_sports_economy_summary.txt,"bal_global_investment_summary.txt, investing_in_bal_private_investment_summary.txt, bal_africa_sports_economy_summary.txt",True,5,0,0.4
Local_gpt4omini,50,On what date were BAL's gender equality initiatives announced?,bal_gender_equality_initiatives_summary.txt,"bal_gender_equality_initiatives_summary.txt, bal_rdb_multi_year_extension_summary.txt, bal_linking_african_teams_nba_summary.txt",True,5,0,0.4615384615384615
Local_gpt4omini,51,Which Egyptian player participated in the NBA Summer League from BAL?,bal_linking_african_teams_nba_summary.txt,"bal_linking_african_teams_nba_summary.txt, bal_first_scouting_combine_summary.txt, nba_academy_bal_us_college_summary.txt",True,5,0,0.25
Local_gpt4omini,52,On what dates was BAL's first scouting combine held?,bal_first_scouting_combine_summary.txt,"bal_first_scouting_combine_summary.txt, nba_academy_bal_us_college_summary.txt, basketball_africa_league.txt",True,5,0,0.3076923076923076
Local_gpt4omini,53,In what year was WINGSPAN Scouting founded?,africabasket_wingspan_partnership_summary.txt,"africabasket_wingspan_partnership_summary.txt, giants_of_africa_camps_summary.txt, fiba_africa_youth_development.txt",True,5,0,0.2857142857142857
Local_gpt4omini,54,List three teams that have won the BAL championship since its inaugural season in 2021.,basketball_africa_league.txt,"basketball_africa_league.txt, top_10_african_basketball_clubs_summary.txt, basketball_africa_societal_impact_summary.txt",True,3,0,0.1428571428571428
Local_gpt4omini,55,Name three African national teams that have been dominant in AfroBasket history.,fiba_africa_history.txt,"african_games_3x3_basketball_summary.txt, afrobasket_summary.txt, top_10_african_basketball_clubs_summary.txt",False,4,0,0.0
Local_gpt4omini,56,Name two sports introduced by European colonial authorities.,colonial_history_sport.txt,"colonial_history_sport.txt, colonialism_sport_book_summary.txt, africabasket_two_countries.txt",True,5,0,0.5
Local_gpt4omini,57,List two barriers that historically restricted women's participation in basketball in Africa.,womens_basketball_africa.txt,"womens_basketball_africa.txt, bal_gender_equality_initiatives_summary.txt, womens_basketball_league_africa.txt",True,5,0,0.2857142857142857
Local_gpt4omini,58,Name two emerging basketball nations mentioned as pushing for greater representation.,africabasket_two_countries.txt,"africabasket_two_countries.txt, rise_and_rise_african_basketball.txt, rise_of_african_basketball.txt",True,5,0,0.1333333333333333
Local_gpt4omini,59,List two global competitions that AfroBasket serves as a qualifier for.,afrobasket_summary.txt,"afrobasket_summary.txt, africabasket_two_countries.txt, fiba_africa_youth_competitions_summary.txt",True,5,0,0.375
Local_gpt4omini,60,Name two prominent African NBA players mentioned who inspire future generations.,rise_of_african_basketball.txt,"rise_of_african_basketball.txt, rise_and_rise_african_basketball.txt, hakeem_olajuwon_summary.txt",True,5,0,0.5714285714285715
